Application ID,Current City,Other skills,Institute,Degree,Stream,Current Year Of Graduation,Performance_PG,Performance_UG,Performance_12,Performance_10
MS1717,Bangalore,"C Programming, Java, MS-Word, Python, Cloud Computing, Django, Image Processing, MS-Office, SQL, JavaScript, PHP",The Oxford College of Engineering,Bachelor of Engineering (B.E),Computer  Science,2019,N/A,6.80/10,86.50/86.50,8.70/8.70
MS1718,Mangaluru,"Adobe Photoshop, MS-Office, ANSYS, Adobe Illustrator, Java, MATLAB, SPSS",NIT Suratkal,Bachelor of Technology (B.Tech),Mechanical Engineering,2021,N/A,N/A,80.62/80.62,91.20/91.20
MS1719,Pune,"Data Analytics, Machine Learning, Python, SQL",MIT AOE,Bachelor of Engineering (B.E),Mechanical Engineering,2014,N/A,63.66/100,85.67/85.67,85.61/85.61
MS1720,Roorkee,"English Proficiency (Spoken), English Proficiency (Written), Data Science, Digital Marketing, Event Management, Machine Learning, Python",IIT Roorkee,Integrated M.Sc.,Earth Sciences,2023,N/A,7.20/10,89.00/89.00,95.20/95.20
MS1721,Bangalore,"C Programming, C++ Programming, Catia, Data Analytics, Data Science, MS-Excel, MS-Office, MySQL, SAP, SolidWorks, Algorithms, Python, R Programming, Statistical Modeling, Tableau","ITM University, Gwalior",B.Tech (Hons.),Mechanical Engineering,2016,N/A,8.27/10,69.00/69.00,67.50/67.50
MS1722,Delhi,"C Programming, C++ Programming, MySQL, Neural Networks, Oracle, Python, Data Analytics, Data Science, Deep Learning, Machine Learning","Indian Institute Of Technology, Jammu",Master of Technology (M.Tech),Data Science,2021,9.43/10,8.61/10,86.20/86.20,9.00/9.00
MS1723,Bangalore,"MS-Excel, Python, R Programming, SQL",T John College,Master of Computer Applications (MCA),Computer Application,2019,60.00/100,55.00/100,N/A,N/A
MS1724,Bangalore,"MS-Excel, SQL, Machine Learning, Python, R Programming",University of Calcutta,Master of Science (M.Sc),Economics,2019,65.30/100,53.88/100,82.75/82.75,86.00/86.00
MS1725,Hyderabad,"Data Analytics, Database Management System (DBMS), Python, Machine Learning",Loyola Academy Degree And Pg College,Bachelor of Computer Science (B.C.S.),Computer Science & Engineering,2018,N/A,70.00/100,91.20/91.20,8.00/8.00
MS1726,Kolkata,,Adamas Knowledge City,Bachelor of Technology (B.Tech),Computer  Science,2015,N/A,7.36/10,N/A,N/A
MS1727,Bangalore,"CSS, HTML, JavaScript, jQuery, .NET, ASP.NET, Adobe Photoshop Lightroom CC, C#.NET, Machine Learning, Python, R Programming, SQL",BEC,Bachelor of Technology (B.Tech),Electronics and Telecommunication Engineering (ETE),2013,N/A,7.20/10,N/A,N/A
MS1728,Hyderabad,"Artifical Intelligence, MS-Excel, Machine Learning, Natural Language Processing (NLP), Neural Networks, Python, R Programming",Insofe,Post Graduate Programme (PGP),Data Science,2019,N/A,76.00/100,83.30/83.30,N/A
MS1729,Coimbatore,"C++ Programming, Java, Adobe XD, Data Science, Python",Sri Krishna College Of Arts And Science,Bachelor of Science (B.Sc),Information Technology,2021,N/A,N/A,N/A,N/A
MS1730,Bangalore,"Algorithms, Data Structures, Java, Artifical Intelligence, Machine Learning, Neural Networks","Acharya Institute of Technology, Bangalore",Bachelor of Engineering (B.E),Information Science,2020,N/A,8.31/10,N/A,N/A
MS1731,Bangalore,"Data Analytics, Machine Learning",Basaveshwar Engineering College Bagalkot,Bachelor of Engineering (B.E),Electronics and Communication,2014,N/A,8.81/10,67.00/67.00,92.00/92.00
MS1732,Kolkata,"Deep Learning, Machine Learning, OpenCV, C++ Programming, Computer Vision, Java, MySQL, Natural Language Processing (NLP), Python, R Programming, Statistical Modeling, BIG DATA ANALYTICS, C Programming, CSS, HTML",Government College of Engineering & Ceramic Technology,Bachelor of Technology (B.Tech),Computer  Science,2019,N/A,9.14/10,94.80/94.80,10.00/10.00
MS1733,Hyderabad,"Deep Learning, Machine Learning, Python, Data Analytics, Natural Language Processing (NLP)",Sree Chaitanya College of Engineering,Bachelor of Technology (B.Tech),Electronics and Communication,2019,N/A,63.40/100,N/A,9.30/9.30
MS1734,Chennai,"MS-Excel, MS-Office, MS-Word, Deep Learning, GNU Octave, MATLAB, Machine Learning, Neural Networks, Python, R Programming, Java, SQL",Amrita Vishwa Vidyapeetham University,Master of Technology (M.Tech),Remote Sensing And Wireless Sensor,2020,N/A,7.00/10,N/A,N/A
MS1735,Hyderabad,"Data Analytics, Machine Learning, Python, Artifical Intelligence, Deep Learning, Natural Language Processing (NLP), Computer Vision, Image Processing",Intell Engineering College,Integrated B.Tech,Electronics and Communication,2013,N/A,75.00/100,N/A,N/A
MS1736,Visakhapatnam,"C++ Programming, Hadoop, Machine Learning, BIG DATA ANALYTICS, Deep Learning, MS-Excel, Neural Networks, Python, R Programming, SAS",Gandhi Institute Of Technology And Management,Master of Technology (M.Tech),Data Science,2021,9.00/10,84.16/100,84.30/84.30,9.30/9.30
MS1737,Bangalore,"Data Analytics, Deep Learning, English Proficiency (Spoken), MS-Excel, Machine Learning, Python",Visva-Bharati,Master of Science (M.Sc) (Hons.),Statistics,2019,6.00/10,73.00/100,70.00/70.00,84.00/84.00
MS1738,Bangalore,"C Programming, Data Analytics, Machine Learning, Python, Deep Learning, Java, Natural Language Processing (NLP), SQL",JNTUH COLLEGE OF ENGINEERING JAGTIAL,Bachelor of Technology (B.Tech),Information Technology,2018,N/A,64.36/100,96.70/96.70,93.30/93.30
MS1739,Bangalore,"JavaScript, SQL, C Programming, CSS, Data Analytics, Data Structures, Database Management System (DBMS), Deep Learning, HTML, Image Processing, Java, MS-Excel, Machine Learning, Natural Language Processing (NLP), Node.js, PHP, Power BI, Python, R Programming, User Interface (UI) Development",Sambalpur University Institute Of Information Technology,B.Tech (Hons.),Computer  Science,2019,N/A,N/A,N/A,N/A
MS1740,Bangalore,"Machine Learning, R Programming",Sjcit Chikkaballapur,Master of Technology (M.Tech),Design,2012,69.00/100,65.00/100,N/A,N/A
MS1741,Bangalore,"C Programming, C++ Programming, Data Analytics, MS-Excel, Machine Learning, Python, R Programming, SQL",New Horizon College of Engineering,Master of Technology (M.Tech),Computer Science & Engineering,2019,9.30/10,N/A,N/A,N/A
MS1742,Banglore,"MySQL, Java, SQL, Data Analytics, MS-Excel, Machine Learning, Python",Utkal University22017,Master of Technology (M.Tech),Computer  Science,2019,77.90/100,8.60/10,N/A,N/A
MS1743,Noida,"CSS, HTML, Arduino, Bootstrap, C Programming, Deep Learning, GitHub, Java, Machine Learning, Python, User Interface (UI) Development, Algorithms, Android, JavaScript","Indian Institute Of Information Technology Design And Manufacturing, Kurnool",Bachelor of Technology (B.Tech),Computer Science & Engineering,2021,N/A,8.69/10,97.25/97.25,94.20/94.20
MS1744,Bangalore,"C++ Programming, Python, CSS, HTML, Java, JavaScript, SQL",Jain University,Master of Technology (M.Tech),Computer Science & Engineering,2020,7.50/10,N/A,58.00/58.00,65.00/65.00
MS1745,Chennai,"Machine Learning, Python",Vellore Institute of Technology,Bachelor of Technology (B.Tech),Electronics and Computer Engineering,2021,N/A,8.05/10,N/A,N/A
MS1746,Akola,"Deep Learning, Machine Learning, Neural Networks, PostgreSQL, Python, Flask, MATLAB, MongoDB, R Programming",Sinhgad Academy Of Engineering,Bachelor of Engineering (B.E),Electronics and Telecommunication Engineering (ETE),2016,N/A,5.90/10,8.60/8.60,9.20/9.20
MS1747,Thane,"CSS, HTML, MS-Excel, MS-PowerPoint, PHP, Python, SPSS, SQL, WordPress, Machine Learning",Lloyd Business School,Post Graduate Diploma in Management (P.G.D.M.),Business Analytics,2020,N/A,N/A,N/A,N/A
MS1748,Jalandhar,"C Programming, C++ Programming, Computer Vision, Data Analytics, Data Science, Deep Learning, Machine Learning, Natural Language Processing (NLP), Python, Statistical Modeling","Dr. B.R. Ambedkar National Institute Of Technology, Jalandhar",Bachelor of Technology (B.Tech),Instrumentation and Control Engineering,2021,N/A,8.27/10,80.00/80.00,9.40/9.40
MS1749,Chennai,"MS-Excel, Python, R Programming",Great Lakes Institute of Management,,Business Analytics And Business Intelligence,2020,N/A,7.74/100,N/A,N/A
MS1750,Bangalore,,Srinivasa Ramunjan Institute Of Technology,Bachelor of Technology (B.Tech),Electrical and Electronics Engineering,2016,N/A,71.00/100,88.00/88.00,89.00/89.00
MS1751,Bangalore,"Data Analytics, MS-Office, MS-Excel, Machine Learning, Neural Networks, Python, Statistical Modeling, Adobe Photoshop, Deep Learning, SQL","Sapthagiri College Of Engineering,Bengaluru.",Bachelor of Engineering (B.E),Electronics and Communication,2017,N/A,6.48/10,8.26/8.26,8.70/8.70
MS1752,Kochi,"Android, C++ Programming, Java, Python, Machine Learning, Natural Language Processing (NLP), SQL",BH Gardi College of Engineering & Technology,Bachelor of Engineering (B.E),Computer Science & Engineering,2018,N/A,7.32/10,58.60/58.60,N/A
MS1753,Nashik,"Data Analytics, HTML, MS-Excel, MS-PowerPoint, MS-Word, Database Management System (DBMS), Mathematics, MySQL, PHP, REST API, Software Testing, Python, Statistical Modeling",Indira College Of Engineering & Management,Bachelor of Engineering (B.E),Information Technology,2012,N/A,62.00/100,N/A,64.00/64.00
MS1754,Bangalore,"Python, Tableau, Deep Learning, Machine Learning",IIIT RGUKT IDUPULAPAYA,Integrated B.Tech,Electronics and Communication,2019,N/A,7.10/10,7.80/7.80,9.70/9.70
MS1755,Bangalore,"Machine Learning, Microsoft Azure, Python, R Programming",Institute Of Technical Education & Research,Master of Technology (M.Tech),Computer  Science,2017,8.68/10,8.00/10,N/A,N/A
MS1756,Bangalore,"Data Analytics, English Proficiency (Spoken), ANSYS, C Programming, MS-Excel, Machine Learning, Python, SQL, Statistical Modeling",Bapuji Institute Of Engineering And Technology Davangere,Bachelor of Engineering (B.E),Mechanical Engineering,2019,N/A,6.85/10,78.00/78.00,86.00/86.00
MS1757,Bangalore,"CSS, HTML, REST API, AJAX, ASP.NET, Angular 2.0, C#, GitHub, JavaScript, jQuery, Artifical Intelligence, Machine Learning, Python",IIT Jodhpur,Integrated M.Tech,Artificial Intelligence,2023,N/A,1.00/10,N/A,N/A
MS1758,Bangalore,"Data Analytics, MS-PowerPoint, MS-Word, Machine Learning, Mathematics, Statistical Modeling, Algorithms, Data Structures, Database Management System (DBMS), Linux, MS-Excel, MySQL, Python, SQL, Deep Learning, Power BI","Sree Narayana Guru College Of Engineering And Technology, Payyanur",Bachelor of Technology (B.Tech),Computer  Science,2018,N/A,N/A,N/A,N/A
MS1759,Bangalore,Software Testing,Bangalore University,Master of Computer Applications (MCA),Computer Science & Engineering,2020,7.00/10,5.00/10,5.00/5.00,N/A
MS1760,Bangalore,"MS-Excel, MS-Office, Python, C Programming, C++ Programming, CSS, Data Analytics, Database Management System (DBMS), Email Marketing, HTML, Java, MS-PowerPoint, MS-Word, Machine Learning, MySQL, R Programming, SQL, Artifical Intelligence, Deep Learning, Neural Networks, WordPress",Centurion University of Technology and Management,Bachelor of Technology (B.Tech),Computer Science & Engineering,2020,N/A,7.00/10,N/A,N/A
MS1761,Hyderabad,"English Proficiency (Spoken), MS-Excel, Python, Data Analytics, Machine Learning",CV Raman University,B.Com. Professional,,2019,N/A,70.00/100,N/A,N/A
MS1762,Bangalore,"Algorithms, C Programming, Data Structures, Database Management System (DBMS), Deep Learning, Natural Language Processing (NLP), Python, Android, Computer Vision, OpenCV",Government Engineering College Palakkad,Bachelor of Technology (B.Tech),IT,2019,N/A,7.35/10,92.00/92.00,9.00/9.00
MS1763,Vellore,"Computer Vision, Image Processing, MySQL, OpenCV, Python, Deep Learning, Machine Learning",VIT University,Bachelor of Technology (B.Tech),Computer Science & Engineering,2022,N/A,9.30/10,N/A,N/A
MS1764,Kochi,"Android, Bootstrap, C++ Programming, CSS, HTML, Java, SQL, Angular 2.0, Firebase, JavaScript, Node.js, Python","school of engineering ,cusat",B.Tech (Hons.),Information Technology,2021,N/A,7.90/10,65.20/65.20,77.60/77.60
MS1765,Agra,"HTML, Java, Python","R.B.S. ENGINEERING TECHNICAL CAMPUS BICHPURI, AGRA",B.Tech (Hons.),Electronics and Communication,2021,N/A,72.00/100,75.40/75.40,9.40/9.40
MS1766,Bangalore,"C++ Programming, Data Structures, Python, SQL, Java",Birla Institute Of Technology,Master of Computer Applications (MCA),Computer  Science,2020,7.60/10,57.80/100,62.60/62.60,71.83/71.83
MS1767,Bangalore,"English Proficiency (Spoken), MS-Office, .NET, Digital Marketing, SAP",Rabindranath Tagore University,Bachelor of Business Administration (B.B.A.),,2020,N/A,N/A,N/A,N/A
MS1768,Bangalore,,THE OXFORD COLLEGE ENGINEERING,Bachelor of Engineering (B.E),Electronics and Communication,2020,N/A,7.69/10,88.00/88.00,7.40/7.40
MS1769,Bangalore,"English Proficiency (Spoken), MS-Excel, Machine Learning, Python, Data Analytics, SQL","National Institute Of Technology, Warangal",,Machine Learning And Artificial Intelligence,2020,69.80/100,74.80/100,63.00/63.00,62.00/62.00
MS1770,Bangalore,"Flask, MS-Excel, Machine Learning, Python, CSS, Data Analytics, GitHub, HTML, MongoDB, MySQL, SQL",Acharya Institute Of Graduate Studies,Master of Science (M.Sc),Mathematics,2016,63.20/100,65.02/100,N/A,N/A
MS1771,Bangalore,"Deep Learning, MS-Excel, Machine Learning, Python, Statistical Modeling",Dayananda Sagar College Of Academy And Technology,Bachelor of Engineering (B.E),Computer Science & Engineering,2017,N/A,55.00/100,59.80/59.80,7.20/7.20
MS1772,Pune,"AutoCAD, MS-Excel, Deep Learning, Machine Learning, MySQL, Natural Language Processing (NLP), Python, R Programming, SolidWorks, Statistical Modeling",Defour Analytics,Bachelor of Engineering (B.E),Data Science,2020,N/A,9.00/10,N/A,N/A
MS1773,Bangalore,"MS-Excel, HTML, Python, SQL",International Institute Of Information Technology,PG Diploma in Data Science,Data Science,2020,N/A,N/A,N/A,N/A
MS1774,Delhi,"Data Analytics, Machine Learning, Natural Language Processing (NLP), Python, R Programming, SQL, Statistical Modeling, Computer Vision",Quantum University,Bachelor of Technology (B.Tech),Mechanical Engineering,2016,N/A,61.00/100,67.00/67.00,N/A
MS1775,Bangalore,"Data Analytics, Machine Learning, Python, C Programming, C++ Programming, Database Management System (DBMS), Deep Learning, MS-Excel, MySQL, Natural Language Processing (NLP), Neural Networks, R Programming, Statistical Modeling","College Of Applied Science IHRD, Malampuzha",Bachelor of Science (B.Sc),Computer Science And Mathematics,2018,N/A,N/A,N/A,N/A
MS1776,Thrissur,"Computer Vision, Data Analytics, Image Processing, Machine Learning, Mathematics, MongoDB, Natural Language Processing (NLP), Python, R Programming, Statistical Modeling, Cloud Computing, Hadoop, MySQL",Amrita,Master of Technology (M.Tech),E Learning Technologies,2016,7.15/10,N/A,84.00/84.00,80.00/80.00
MS1777,Bangalore,R Programming,"Indian Institute Of Technology Dhanbad, (ISM)",Bachelor of Science (B.Sc),Mathematics,2017,N/A,N/A,N/A,N/A
MS1778,Bangalore,"Data Science, Machine Learning, Neural Networks, Python, Android","Indian Institute Of Information Technology Kalyani,Mentored By IIT KHARAGPUR",Bachelor of Technology (B.Tech),Computer Science & Engineering,2019,N/A,85.50/100,92.20/92.20,96.60/96.60
MS1779,Bangalore,"Algorithms, Data Structures, Python, C Programming, C#.NET, C++ Programming, Data Analytics, Java, Machine Learning, Mathematics, MongoDB, Natural Language Processing (NLP), PostgreSQL, SQL, Statistical Modeling, Amazon Web Services (AWS), Deep Learning",Vellore Institute of Technology,Master of Science (M.Sc),Computer  Science,2018,7.91/10,70.00/100,64.83/64.83,77.60/77.60
MS1780,Bangalore,"CSS, Deep Learning, Embedded Systems, HTML, Machine Learning, Python, Arduino",NIT Hamirpur,Bachelor of Engineering (B.E),Electronics and Communication,2019,N/A,6.86/10,76.00/76.00,84.32/84.32
MS1781,Bangalore,"HTML, OpenCV, Python, SQL, C++ Programming, CSS, Django, MongoDB, REST API",vivekanandha college of engineering for women,Bachelor of Technology (B.Tech),Production Engineering,2018,N/A,6.38/10,65.20/65.20,68.80/68.80
MS1782,Bangalore,"Data Analytics, Machine Learning, MySQL, Python",SSN College of Engineering,,Data Science Engineering,2019,N/A,70.00/100,N/A,N/A
MS1783,Bangalore,"MS-Word, Python, Robotics",Lal Bahadur Shastri Institute of Management,,Artificial Intelligence,2020,N/A,80.00/100,85.00/85.00,80.00/80.00
MS1784,Mumbai,"Data Analytics, Python, SQL, .NET, ASP.NET, C#, MS SQL Server, MySQL, R Programming",Jalpaiguri Government Engineering College,PG Diploma in Data Science,,2019,3.61/4,2.68/4,N/A,N/A
MS1785,Bangalore,"English Proficiency (Spoken), English Proficiency (Written), Hindi Proficiency(Spoken), LaTeX, MS-Excel, MS-PowerPoint, MS-Word, Python, Report Writing, BIG DATA ANALYTICS, Creative Writing, Data Analytics, Event Management, MATLAB, Machine Learning, Physics, SQL, Teaching, WordPress, C++ Programming, Catia, Video Editing",IIT BHU,Post Graduate Programme (PGP),Data Science,2020,8.00/10,7.00/10,70.00/70.00,93.00/93.00
MS1786,Bangalore,"MS-Office, Computer Vision, Data Analytics, Deep Learning, MS-Excel, Machine Learning, Natural Language Processing (NLP), Python, SQL",Heritage Institute of Technology,Post Graduate Programme (PGP),Artificial Intelligence And Machine Learning,2020,71.00/100,60.00/100,71.00/71.00,N/A
MS1787,Bangalore,"CSS, HTML, Java, Python, SQL",RGPV Bhopal,Bachelor of Technology (B.Tech),Electronics and Communication,2018,N/A,64.00/100,95.00/95.00,N/A
MS1788,Jaipur,"Python, C++ Programming, Data Analytics, Deep Learning, MATLAB, Machine Learning, SQL",IIIT Bhubaneswar,Bachelor of Technology (B.Tech),Electronics and Communication,2021,N/A,7.60/10,89.60/89.60,N/A
MS1789,Hyderabad,"C Programming, Image Processing, Machine Learning, Natural Language Processing (NLP), OpenCV, Python, R Programming, Deep Learning, MySQL",MEPCO Schlenk Engineering College,,Advanced Pg Diploma In Artificial Intelligence,2020,N/A,83.00/100,88.10/88.10,8.80/8.80
MS1790,Bangalore,"C Programming, C++ Programming, Data Analytics, Java, MS-Excel, Machine Learning, MySQL, Python, R Programming, Statistical Modeling",IMS PROSCHOOL,Bachelor of Engineering (B.E),Computer  Science,2019,N/A,6.53/10,69.50/69.50,72.60/72.60
MS1791,Bangalore,"Java, Python, SQL, C Programming",IIIT UNA,Bachelor of Engineering (B.E),Computer Science & Engineering,2016,N/A,8.40/10,9.20/9.20,9.50/9.50
MS1792,Bangalore,"SQL, Data Analytics, MS-Excel, Machine Learning, Python","IIT (BHU), Varanasi",Post Graduate Programme (PGP),Data Science And Engineering,2020,N/A,8.00/10,N/A,N/A
MS1793,Kozhikode,"MS-Office, Python, Data Science, Machine Learning, SQL",Shiv Nadar University,Master of Science (M.Sc),Mathematics,2019,79.00/100,81.25/100,N/A,N/A
MS1794,Chennai,"Data Analytics, Machine Learning, Python",University of Petroleum and Energy Studies,Bachelor of Engineering (B.E),Electronics and Communication,2019,N/A,6.60/10,84.50/84.50,97.20/97.20
MS1795,Bangalore,,"Roorkee College Of Engineering , Roorkee",Bachelor of Technology (B.Tech),Computer Science & Engineering,2015,N/A,6.80/10,N/A,N/A
MS1796,Chennai,"BIG DATA ANALYTICS, Data Analytics, Database Management System (DBMS), Machine Learning, MySQL, Natural Language Processing (NLP), Python",Maharaja Surajmal Institute of Technology,Post Graduate Diploma,Data Science,2019,5.60/10,65.00/100,N/A,89.00/89.00
MS1797,Thrissur,"HTML, MS-Excel, SQL, Android, JavaScript, PHP, Python",Akhilesh Das Gupta Institute Of Technology And Management Formerly NIEC,Master of Computer Applications (MCA),Computer Application,2017,N/A,N/A,N/A,N/A
MS1798,Bangalore,"Python, R Programming",Skit College,Master of Science (M.Sc),Statistics,2019,3.76/4,3.56/4,80.50/80.50,85.85/85.85
MS1799,Delhi,"Data Science, C Programming, Data Structures, Machine Learning, Neural Networks, Python, SQL",HMR Institute of Technology and Management,Bachelor of Technology (B.Tech),Computer Science & Engineering,2022,N/A,7.03/10,95.60/95.60,10.00/10.00
MS1800,Bangalore,"Deep Learning, Machine Learning, Python","Model Engineering College, Thrikkakara",Bachelor of Technology (B.Tech),Electronics and Instrumentation,2018,N/A,N/A,N/A,N/A
MS1801,Lucknow,"Algorithms, C++ Programming, Data Structures, Database Management System (DBMS), Python, Java",MVJ College of Engineering,Master of Computer Applications (MCA),,2020,9.00/10,6.00/10,N/A,N/A
MS1802,Hyderabad,"C Programming, Java, MySQL, PHP, Python",Indian Institute Of Technology Bhubaneswar,Master of Computer Applications (MCA),Computer Application,2018,8.35/10,75.00/100,84.30/84.30,76.00/76.00
MS1803,Bangalore,"Machine Learning, Python",National Institute Of Technology Jamshedpur,Bachelor of Engineering (B.E),Electronics and Communication,2016,N/A,6.80/10,N/A,N/A
MS1804,Bangalore,"Artifical Intelligence, C++ Programming, Deep Learning, Image Processing, Machine Learning, Python",JSS Academy of Technical Education,Master of Technology (M.Tech),Digital Communication & Networking,2012,76.70/100,68.00/100,72.00/72.00,N/A
MS1805,Bangalore,"Machine Learning, Natural Language Processing (NLP), Python, MATLAB, R Programming",Acropolis Institute Of Technology And Research - AITR,Bachelor of Technology (B.Tech),Computer Science & Engineering,2016,N/A,53.00/100,N/A,N/A
MS1806,Chennai,"Artifical Intelligence, Computer Vision, Deep Learning, Machine Learning, Natural Language Processing (NLP), Python, R Programming, SQL, Statistical Modeling, Tableau",Hindu College Of Pg Courses,Bachelor of Technology (B.Tech),Electrical and Electronics Engineering,2019,N/A,60.04/100,N/A,N/A
MS1807,Bangalore,"Data Analytics, MS-Excel, MS-Office, Machine Learning, Python, R Programming, SQL",KSRM college of engineering,Executive MBA,Business Analytics,2020,8.00/10,70.00/100,80.00/80.00,81.00/81.00
MS1808,Bangalore,"Data Analytics, Machine Learning, Python",Oriental Institute of Science and Technology,Bachelor of Engineering (B.E),Mechanical Engineering,2016,N/A,66.81/100,77.16/77.16,71.52/71.52
MS1809,Hyderabad,"CSS, Django, HTML, JavaScript, Python","The Northcap University, Gurgaon",Bachelor of Technology (B.Tech),Electronics and Communication,2016,N/A,58.00/100,N/A,N/A
MS1810,Visakhapatnam,"Python, Data Structures, Deep Learning, Machine Learning, R Programming, Statistical Modeling, Natural Language Processing (NLP)",Christ University Bangalore,Bachelor of Technology (B.Tech),Electrical and Electronics Engineering,2018,N/A,66.14/100,82.50/82.50,8.50/8.50
MS1811,Bangalore,"Artifical Intelligence, Data Analytics, Deep Learning, MS-Excel, Machine Learning, Python, R Programming",Galgotias College Of Engineering And Technology,Bachelor of Technology (B.Tech),Electronics and Communication,2019,N/A,69.00/100,82.30/82.30,93.00/93.00
MS1812,Delhi,"English Proficiency (Spoken), English Proficiency (Written), SPSS, Data Analytics, Database Management System (DBMS), MS-Excel, Machine Learning, Report Writing, Adobe Photoshop, PHP, WordPress",Delhi Technological University,Bachelor of Technology (B.Tech),Computer Science & Engineering,2019,N/A,8.40/10,N/A,8.40/8.40
MS1813,Bangalore,"Django, MS-Excel, Machine Learning, Python, SQL",Maharaja Surajmal Institute of Technology,Bachelor of Engineering (B.E),Electronics and Instrumentation,2019,N/A,8.11/10,93.00/93.00,87.68/87.68
MS1814,Bangalore,"Data Structures, Artifical Intelligence, Database Management System (DBMS), Deep Learning, J2EE, Java, Machine Learning, Python",Guru Gobind Singh Indraprastha University,Bachelor of Technology (B.Tech),Computer Science & Engineering,2017,N/A,4.17/10,72.83/72.83,N/A
MS1815,Bangalore,"C Programming, MS-Office, Bootstrap, C++ Programming, Data Structures, English Proficiency (Spoken), HTML, MySQL, PHP, Python",Coimbatore Institute Of Technology,Master of Science (M.Sc),Mathematics,2019,N/A,8.50/10,65.30/65.30,87.00/87.00
MS1816,Banglore,"Bootstrap, CSS, HTML, JavaScript, WordPress, Java, Python",ITS ENGINEERING COLLEGE,Bachelor of Technology (B.Tech),Computer Science & Engineering,2020,N/A,70.00/100,82.60/82.60,9.20/9.20
MS1817,Hyderabad,"C Programming, C++ Programming, Deep Learning, Machine Learning, Natural Language Processing (NLP), Python, R Programming","Indian Institute Of Information Technology, Una",Bachelor of Engineering (B.E),Electrical and Electronics Engineering,2019,N/A,7.51/10,58.40/58.40,79.40/79.40
MS1818,Dehradun,"Android, Java, Adobe Photoshop, Machine Learning, Python",Symbiosis Institute of Design,Bachelor of Technology (B.Tech),Computer  Science,2021,N/A,8.72/10,94.25/94.25,96.20/96.20
MS1819,Bangalore,"English Proficiency (Spoken), Data Analytics, MS-Excel, Machine Learning, R Programming, Tableau, Python","Visveswaraya National Institute Of Technology, Nagpur",MBA,Business Analytics,2021,74.00/100,60.00/100,67.00/67.00,84.00/84.00
MS1820,Nagpur,"C Programming, Data Analytics, Data Science, Python, R Programming, MS-Excel, Machine Learning, SQL, Statistical Modeling, Tableau",Iiit Surat,Bachelor of Engineering (B.E),Computer Technology,2019,N/A,7.69/10,57.40/57.40,66.20/66.20
MS1821,Dharwad,"Algorithms, C++ Programming, Data Analytics, Data Structures, Machine Learning, Mathematics, Python",NIT Srinagar,Bachelor of Technology (B.Tech),Computer Science & Engineering,2022,N/A,9.50/10,98.00/98.00,10.00/10.00
MS1822,Bangalore,"Image Processing, Machine Learning, Mathematics, Python, Computer Vision, Deep Learning, OpenCV, Django",jaypee university of engineering and technology,B.Tech (Hons.),Computer Science & Engineering,2019,N/A,5.90/10,6.56/6.56,7.42/7.42
MS1823,Hyderabad,"AutoCAD, Embedded Systems, MATLAB",TPCT COLLEGE OF ENGINEERING OSMANABAD,Bachelor of Technology (B.Tech),Information Systems,2019,N/A,67.20/100,N/A,9.50/9.50
MS1824,Bhubaneswar,"C Programming, C++ Programming, Deep Learning, Machine Learning, Python",Chandigarh Business School Cgc,Bachelor of Technology (B.Tech),Information Technology,2021,N/A,8.77/10,72.00/72.00,10.00/10.00
MS1825,Bangalore,"Machine Learning, Python, SQL",K R Pandav Nagpur,Bachelor of Engineering (B.E),Electronics and Communication,2013,N/A,62.00/100,N/A,N/A
MS1826,Durgapur,"Python, Computer Vision, Image Processing, Machine Learning, Natural Language Processing (NLP), OpenCV",Thakur College of Engineering and Technology,B.Tech (Hons.),Computer  Science,2020,N/A,6.72/10,N/A,N/A
MS1827,Greater Noida,"HTML, Java, MS-Word, C Programming, Python",Sri Venkateswara College of Engineering,Bachelor of Technology (B.Tech),CSE With Cloud Computing,2020,N/A,7.87/10,7.20/7.20,8.70/8.70
MS1828,Bangalore,"Artifical Intelligence, Machine Learning, Python, SQL, Statistical Modeling, MongoDB","IIS University,Jaipur ,Rajasthan",PG Diploma in Data Science,Data Science,2020,75.00/100,59.00/100,69.00/69.00,N/A
MS1829,Hyderabad,"Deep Learning, Machine Learning, Python, Artifical Intelligence, Natural Language Processing (NLP)",Manipal University Jaipur,,Data Analytics,2019,58.00/100,60.00/100,N/A,N/A
MS1830,Bangalore,"AngularJS, CSS, HTML, Java, JavaScript, MySQL, Node.js, ReactJS, Python","Parul University, Vadodara, Gujrat",Bachelor of Technology (B.Tech),Electronics and Communication,2017,N/A,70.27/100,70.27/70.27,79.80/79.80
MS1831,Pune,"MS-Word, Statistical Modeling, MS-Excel, MS-Office, Mathematics, Python, R Programming, Data Analytics",Amity School Of Engineering & Technology,Master of Science (M.Sc),Science,2019,N/A,7.68/10,54.31/54.31,75.45/75.45
MS1832,Raebareli,"C Programming, Data Structures, Deep Learning, Machine Learning, MySQL, Natural Language Processing (NLP), Python, R Programming, Computer Vision, Django, Hadoop",Jaypee University of Engineering & Technology,B.Tech (Hons.),Computer Science & Engineering,2020,N/A,N/A,86.60/86.60,81.50/81.50
MS1833,Meerut,"Data Analytics, Machine Learning, Database Management System (DBMS)",Viswesaraya Technological University,Bachelor of Technology (B.Tech),Computer Science & Engineering,2020,N/A,77.00/100,83.60/83.60,N/A
